侥寸(ID),侥寸疙,瘤开疙,涝侥谅籍荐,谅侥谅籍荐,林瞒啊瓷咯何,客捞颇捞力傍咯何,愁捞规蜡公,馆妨悼拱涝厘啊瓷咯何,促惫绢皋春魄力傍咯何,拳厘角沥焊郴侩,绒公老沥焊郴侩,康诀矫埃郴侩,琶硅魄概蜡公,硅府绢橇府蜡公,硅崔辑厚胶蜡公,抗距规侥疙,柯扼牢抗距沥焊郴侩,权其捞瘤(URL),牢辟罚靛付农疙,牢辟罚靛付农困档,牢辟罚靛付农版档,牢辟罚靛付农客芭府,虐坷胶农蜡公,葛官老其捞刚飘蜡公,胶付飘坷歹蜡公,措钎皋春疙,侥寸惑怕
216972,捣檬尔 盔林1龋痢,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,岿夸老,概老 11:00~20:00,N,N,Y,N,饭靛抛捞喉,,悼匙氓规 胶隔甭九,37.320526,127.945453,338.776668,N,N,N,,款康吝
216973,目乔窍快胶官儒,碍盔档 盔林矫,40,0,Y,Y,N,N,Y,Y,,,N,N,N,N,饭靛抛捞喉,http://housebach.mobilefarms.com/,窜包傍盔,37.31814,127.9592,326.187808,N,N,N,,款康吝
216975,盔炼全玫催哎厚,碍盔档 盔林矫,0,80,N,N,N,N,Y,N,,概老 11:00~23:00,N,N,Y,N,饭靛抛捞喉,,窜包傍盔,37.31814,127.9592,250.264687,N,N,N,,款康吝
216977,家淬,碍盔档 盔林矫,0,0,Y,N,N,N,Y,N,,概老 11:00~21:30,N,N,N,傈拳抗距,,,,,,,N,N,N,,款康吝
216978,曹窜瘤,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,荐夸老,概老 11:30~09:00,N,N,N,N,,,,,,,N,N,N,,款康吝
216981,高矫墨唱摹挪 己盔痢,碍盔档 盔林矫,18,0,N,N,N,N,Y,N,,概老 12:00~00:00,N,N,Y,N,,,盔林茄瘤抛付颇农,37.33437,127.9354,751.430058,N,N,N,,款康吝
216994,染己茄快蚌芒舅玫盔林夯痢,碍盔档 盔林矫,36,20,N,Y,N,N,Y,Y,拳夸老,"概老 16:30~01:00, 林富 16:00~00:59",N,N,Y,傈拳抗距,,,窜包傍盔,37.31814,127.9592,249.589934,N,N,N,,款康吝
216996,背锰摹挪 公角痢,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,岿夸老,概老 11:00~00:00,N,N,Y,N,,http://0337449999.bdp.kr/,,,,,N,N,N,,款康吝
216997,剧乞秦厘惫巩阜痢,碍盔档 盔林矫,48,0,N,N,N,N,Y,N,,,N,N,Y,N,饭靛抛捞喉,,,,,,N,N,N,,款康吝
216999,盔林鉴滴何,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,概老 10:00~20:30,N,N,N,N,饭靛抛捞喉,,,,,,N,N,N,,款康吝
217001,具积荤苞,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,楷技措 盔林姆欺胶辨,37.2815,127.9154,641.699603,N,N,N,,款康吝
217002,家富兑盔林夯痢,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,概老 17:00~00:30,N,N,N,N,,,窜包傍盔,37.31814,127.9592,205.047437,N,N,N,,款康吝
217003,炉备瘤咙捞,碍盔档 盔林矫,24,0,N,Y,N,N,Y,N,老夸老,概老 17:00~24:00,N,N,Y,傈拳抗距,,,,,,,N,N,N,,款康吝
217004,豪魂瘤咙捞,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,备 炼急侥魂篮青 盔林瘤痢,37.34897,127.9514,428.37576,N,N,N,,款康吝
217007,内尝府空父滴,碍盔档 盔林矫,20,0,N,N,N,N,Y,N,老夸老,概老 09:00~21:00,N,N,N,N,饭靛抛捞喉,,傈烹魂诀柳蕊季磐,37.37198,127.9298,477.479569,N,N,N,,款康吝
217008,厘刀措焊接,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,概老 10:00~22:00,N,N,N,N,,,,,,,N,N,N,,款康吝
217011,快府剐惫荐,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,概老 11:00~19:30,N,N,N,N,,,傈烹魂诀柳蕊季磐,37.37198,127.9298,741.066059,N,N,N,,款康吝
217013,加檬绢矫厘,碍盔档 盔林矫,42,20,N,N,N,N,Y,N,老夸老,概老 10:00~22:00,N,N,N,N,饭靛抛捞喉,,窜包傍盔,37.31814,127.9592,172.874553,N,N,N,,款康吝
217014,墨快墨快,碍盔档 盔林矫,64,0,N,N,N,N,Y,N,,概老 06:00~02:00,N,N,N,N,饭靛抛捞喉,,悼匙氓规 胶隔甭九,37.320526,127.945453,617.124614,N,N,N,,款康吝
217016,捣郴绊捣冈扁,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,傈烹魂诀柳蕊季磐,37.37198,127.9298,521.367552,N,N,N,,款康吝
217019,公角弊笼罗操固汉澜,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,概老 11:00~22:00,N,N,Y,N,饭靛抛捞喉,,,,,,N,N,N,,款康吝
217020,厘牢练惯 夯痢,碍盔档 盔林矫,0,0,Y,N,N,N,Y,N,老夸老,概老 15:30~23:30,N,N,Y,傈拳抗距,饭靛抛捞喉,,,,,,N,N,N,,款康吝
217021,烤朝何魔,碍盔档 盔林矫,4,0,N,N,N,N,Y,N,,,N,N,N,N,饭靛抛捞喉,,备 炼急侥魂篮青 盔林瘤痢,37.34897,127.9514,335.316579,N,N,N,,款康吝
217022,价切鉴措惫(豪魂痢),碍盔档 盔林矫,0,52,N,N,N,N,Y,N,,,N,N,N,N,饭靛抛捞喉,,豪魂悼 籍阂谅惑,37.34286,127.9672,331.402788,N,N,N,,款康吝
217023,畴躲,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,窜包傍盔,37.31814,127.9592,13.892161,N,N,N,,款康吝
217026,碍盔档阜惫荐,碍盔档 盔林矫,32,48,N,N,N,N,Y,N,,概老 10:00~21:00,N,N,Y,N,饭靛抛捞喉,,,,,,N,N,N,,款康吝
217031,农扼款龋橇 盔林窜拌痢,碍盔档 盔林矫,0,0,N,Y,N,N,Y,Y,,概老 17:00~05:00,N,N,N,傈拳抗距,,,厘固傍盔,37.34697,127.9307,121.266525,N,N,N,,款康吝
217032,扁客笼焊脚帕,碍盔档 盔林矫,0,0,Y,N,N,N,Y,N,楷吝公绒,概老 09:00~21:00,N,N,N,傈拳抗距,,,,,,,N,N,N,,款康吝
217034,烙博沥揭焊府逛何其,碍盔档 盔林矫,0,0,Y,N,N,N,Y,Y,老夸老,"概老 09:00~21:00, 配夸老 09:00~21:00",N,N,N,傈拳抗距,饭靛抛捞喉,,备 炼急侥魂篮青 盔林瘤痢,37.34897,127.9514,162.841205,N,N,N,,款康吝
217036,厚俊摹揪(BHC)蕊诀痢,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,楷技措 盔林姆欺胶辨,37.2815,127.9154,574.710395,N,N,N,,款康吝
217039,疙快秦厘惫,碍盔档 盔林矫,0,44,N,N,N,N,Y,N,,概老 07:00~22:00,N,N,N,N,饭靛抛捞喉,,备 炼急侥魂篮青 盔林瘤痢,37.34897,127.9514,223.884469,N,N,N,,款康吝
217042,刮甸饭,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,老夸老,概老 17:00~02:00,N,N,N,N,,,"辟傣厘 / 辟傣背啊矫厘 (1, 6老)",37.3803948,129.227051,479.806024,N,N,N,,款康吝
217046,侩快悼 公角痢,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,概老 10:00~20:40,N,N,Y,N,,,盔林茄瘤抛付颇农,37.33437,127.9354,641.444466,N,N,N,,款康吝
217050,何措骂俺付阑,碍盔档 盔林矫,52,22,Y,Y,N,N,Y,Y,,概老 10:30~20:30,N,N,Y,N,饭靛抛捞喉,https://blog.naver.com/budaevillage,窜包傍盔,37.31814,127.9592,192.677959,N,N,N,,款康吝
217054,辫逛唱扼 疙符痢,碍盔档 盔林矫,28,0,N,Y,N,N,Y,N,,"乞老 09:00~21:00, 傍绒老 09:00~15:00",N,N,N,傈拳抗距,,,,,,,N,N,N,,款康吝
217055,楼厘魄促,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,格夸老,概老 09:00~20:30,N,N,Y,N,,,盔林茄瘤抛付颇农,37.33437,127.9354,545.768314,N,N,N,,款康吝
217056,固家颊楼厘,碍盔档 盔林矫,0,13,N,N,N,N,Y,N,岿夸老,概老 11:00~20:00,N,N,N,N,饭靛抛捞喉,,豪魂悼 籍阂谅惑,37.34286,127.9672,568.763455,N,N,N,,款康吝
217059,啊付架汲贩帕,碍盔档 盔林矫,0,0,N,Y,N,N,Y,N,岿夸老,概老 09:00~22:00,N,N,N,傈拳抗距,,,窜包傍盔,37.31814,127.9592,106.211345,N,N,N,,款康吝
217062,没淬漠惫荐,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,概老 10:00~21:00,N,N,N,N,,,盔林茄瘤抛付颇农,37.33437,127.9354,824.58677,N,N,N,,款康吝
218184,罚待目乔,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,固犬牢
218307,坷府付阑,碍盔档 盔林矫,0,0,Y,Y,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,企诀
220836,24矫决付空练惯焊接,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,固犬牢
221483,奴颊颊父滴,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,款康吝
223201,夯磷&厚忽逛墨其盔林怕厘痢,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,款康吝
224045,墨其力捞 2龋痢,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,固犬牢
224259,楷鞘 目乔,碍盔档 盔林矫,0,0,Y,Y,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,固犬牢
224883,乔磊鞘,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,企诀
227585,抛捞喉官捞辣,碍盔档 盔林矫,0,0,Y,Y,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,款康吝
228603,溃待摹挪 盔林肺单坷痢,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,款康吝
228659,牢积秦厘惫 豪魂痢,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,固犬牢
228782,脚逛档迪 馒茄霸厘,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,固犬牢
228886,Due Mani,碍盔档 盔林矫,0,40,Y,Y,N,N,N,N,老夸老,,N,N,N,N,,,,,,,N,N,N,"颇胶鸥,胶抛捞农",固犬牢
229012,捣鳖胶咐笼&快悼,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,固犬牢
229444,睬贱,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,企诀
230000,酒公福,碍盔档 盔林矫,0,0,N,Y,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,企诀
231460,农肺农肺 权敲矾胶 盔林痢,碍盔档 盔林矫,0,0,Y,Y,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,企诀
236838,辑匡健阂哎厚,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,盔林 倾宏剖,37.30801,127.925,762.133549,N,N,N,,款康吝
236844,糯胶曼摹,碍盔档 盔林矫,0,0,Y,N,N,N,Y,Y,,概老 17:00~02:00,N,N,Y,傈拳抗距,,,盔林茄瘤抛付颇农,37.33437,127.9354,495.466053,N,N,N,,款康吝
236845,傈急积,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,楷技措 盔林姆欺胶辨,37.2815,127.9154,461.650596,N,N,N,,款康吝
236847,曼倒捞歹喉摹挪 惑瘤措痢,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,概老 14:00~02:00,N,N,Y,N,,,傈烹魂诀柳蕊季磐,37.37198,127.9298,519.581491,N,N,N,,款康吝
236848,汲盔摩趁搁焊接,碍盔档 盔林矫,40,0,N,N,N,N,Y,N,楷吝公绒,乞老 11:00~21:00,N,N,Y,N,饭靛抛捞喉,http://0337478787.bdp.kr/,窜包傍盔,37.31814,127.9592,315.909954,N,N,N,,款康吝
236851,篮价盔辫摹骂俺 力林伙般混 夯痢,碍盔档 盔林矫,56,0,Y,N,N,N,Y,N,,概老 10:00~22:00,N,N,N,N,饭靛抛捞喉,,厘固傍盔,37.34697,127.9307,556.810318,N,N,N,,款康吝
236862,皋剐榜悼秦阜惫荐,碍盔档 盔林矫,0,0,Y,N,N,N,Y,N,,概老 10:00~21:00,N,N,N,N,饭靛抛捞喉,,盔林 蛆悼荤雀版力匙飘况农,37.35114,127.9473,356.311842,N,N,N,,款康吝
236864,摹厩踌阿伙拌帕,碍盔档 盔林矫,0,44,N,N,N,N,Y,N,老夸老,概老 10:30~21:00,N,N,N,N,饭靛抛捞喉,,悼匙氓规 胶隔甭九,37.320526,127.945453,355.121575,N,N,N,,款康吝
236867,钱蕾氢扁啊电,碍盔档 盔林矫,0,0,Y,N,N,N,Y,N,,概老 08:30~21:00,N,N,N,N,,http://www.cyworld.com/purlip/,摹厩魂 疙林荤,37.25744,128.128,882.446273,N,N,N,,款康吝
236868,豪芒捞秦拱漠惫荐,碍盔档 盔林矫,60,0,N,N,N,N,Y,N,岿夸老,"概老 11:00~22:00, 概老 11:00~15:00",N,N,Y,N,,,,,,,N,N,N,,款康吝
236869,力老秦拱催哎厚,碍盔档 盔林矫,32,0,N,N,N,N,Y,N,,概老 12:00~22:00,N,N,N,N,,,,,,,N,N,N,,款康吝
236874,苛倒捞窍坷窍坷,碍盔档 盔林矫,36,0,N,N,N,N,Y,N,,,N,N,N,N,饭靛抛捞喉,,冠版府巩切傍盔,37.32276,127.9597,396.623922,N,N,N,,款康吝
236878,捍玫 啊付架 鉴措,碍盔档 盔林矫,0,48,N,N,N,N,Y,N,,,N,N,N,N,饭靛抛捞喉,,,,,,N,N,N,,款康吝
236881,累篮躲,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,,,,,N,N,N,,款康吝
236884,宫龋绢魄厘,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,老夸老,概老 10:00~22:00,N,N,N,N,,,盔林茄瘤抛付颇农,37.33437,127.9354,732.980747,N,N,N,,款康吝
236891,动锰催惯,碍盔档 盔林矫,28,0,N,N,N,N,Y,N,,概老 17:00~00:00,N,N,Y,傈拳抗距,,http://0337625220.bdp.kr/,窜包傍盔,37.31814,127.9592,179.960992,N,N,N,,款康吝
236894,魂锰帮靛饭逛,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,概老 06:00~21:00,N,N,N,N,,http://www.帮靛饭唱拱.kr/,摹厩魂 疙林荤,37.25744,128.128,692.52146,N,N,N,,款康吝
236895,魂坷隆绢冉笼,碍盔档 盔林矫,24,8,N,N,N,N,Y,N,,概老 12:00~24:00,N,N,Y,N,饭靛抛捞喉,,窜包傍盔,37.31814,127.9592,218.892348,N,N,N,,款康吝
236899,概龋府蠢萍唱公笼,碍盔档 盔林矫,0,64,Y,Y,N,N,Y,N,老夸老,"概老 12:00~21:00, 概老 15:00~17:00",N,N,N,N,饭靛抛捞喉,,概拳付阑(概龋府付阑),37.4156,127.8829,756.276417,N,N,N,,款康吝
236900,妇胶磐摹 盔林吩单矫匙付痢,碍盔档 盔林矫,0,0,Y,N,N,N,Y,N,,概老 11:00~22:00,N,N,N,N,,http://momstouch.co.kr/,"辟傣厘 / 辟傣背啊矫厘 (1, 6老)",37.3803948,129.227051,254.751483,N,N,N,,款康吝
236901,炔厘焙,碍盔档 盔林矫,0,96,N,N,N,N,Y,N,,,N,N,N,N,饭靛抛捞喉,,,,,,N,N,N,,款康吝
236902,练惯吝刀,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,概老 17:00~00:30,N,N,Y,N,,https://story0337666292.modoo.at,窜包傍盔,37.31814,127.9592,271.039978,N,N,N,,款康吝
236903,脚侗 盔林备邦痢,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,概老 10:30~22:00,N,N,Y,N,,http://www.sindduk.com/,"辟傣厘 / 辟傣背啊矫厘 (1, 6老)",37.3803948,129.227051,163.169141,N,N,N,,款康吝
236906,苞厘丛挫家蚌芒,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,窜包傍盔,37.31814,127.9592,354.460205,N,N,N,,款康吝
236912,摹夸巢摹挪 怕厘快魂痢,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,概老 16:00~01:45,N,N,Y,傈拳抗距,,,备 炼急侥魂篮青 盔林瘤痢,37.34897,127.9514,103.983125,N,N,N,,款康吝
236913,霖苞尔,碍盔档 盔林矫,64,0,N,N,N,N,Y,N,老夸老,概老 11:30~22:30,N,N,Y,N,饭靛抛捞喉,,窜包傍盔,37.31814,127.9592,145.779168,N,N,N,,款康吝
236916,侩泵冉笼夯痢,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,,N,N,Y,N,饭靛抛捞喉,,悼匙氓规 胶隔甭九,37.320526,127.945453,670.820182,N,N,N,,款康吝
236927,滴何疙啊,碍盔档 盔林矫,0,0,Y,Y,N,N,Y,N,,乞老 11:30~20:00,N,N,N,N,,,备 炼急侥魂篮青 盔林瘤痢,37.34897,127.9514,112.926632,N,N,N,,款康吝
236929,BOBCAFE坷骨配付配,碍盔档 盔林矫,24,0,N,N,N,N,Y,N,,,N,N,N,N,饭靛抛捞喉,,傈烹魂诀柳蕊季磐,37.37198,127.9298,519.581491,N,N,N,,款康吝
236930,配快,碍盔档 盔林矫,32,36,Y,Y,N,N,Y,N,,"概老 11:00~22:00, 老夸老 16:00~21:00",N,N,N,傈拳抗距,饭靛抛捞喉,,窜包傍盔,37.31814,127.9592,132.489726,N,N,N,,款康吝
236931,林赣聪,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,窜包傍盔,37.31814,127.9592,229.364257,N,N,N,,款康吝
236934,巢盔傈烹眠绢帕,碍盔档 盔林矫,44,0,N,N,N,N,Y,N,,概老 10:00~22:30,N,N,N,N,,http://blog.naver.com/wjdclry112,窜包傍盔,37.31814,127.9592,242.964515,N,N,N,,款康吝
236935,怕归茄快锰,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,概老 10:00~22:00,N,N,N,N,,,厘固傍盔,37.34697,127.9307,770.725823,N,N,N,,款康吝
236938,措切馆痢,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,配夸老,概老 10:30~21:00,N,N,Y,N,,,傈烹魂诀柳蕊季磐,37.37198,127.9298,629.876513,N,N,N,,款康吝
236945,BBQ摹挪 盔林窜包痢,碍盔档 盔林矫,39,0,N,N,N,N,Y,N,,,N,N,Y,N,饭靛抛捞喉,,窜包傍盔,37.31814,127.9592,226.751064,N,N,N,,款康吝
236946,备捞催健阂官海钮,碍盔档 盔林矫,48,0,N,N,N,N,Y,N,,,N,N,Y,N,,,,,,,N,N,N,,款康吝
236947,秦拱疙啊,碍盔档 盔林矫,52,0,N,N,N,N,Y,N,,,N,N,Y,N,,,,,,,N,N,N,,款康吝
236953,伙魂悼芦煌狼脚拳,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,厘固傍盔,37.34697,127.9307,245.560994,N,N,N,,款康吝
236955,傍瘤玫催哎厚,碍盔档 盔林矫,77,0,N,Y,N,N,Y,Y,,概老 11:00~23:30,N,N,Y,傈拳抗距,饭靛抛捞喉,http://gongdakwj.modoo.at,"辟傣厘 / 辟傣背啊矫厘 (1, 6老)",37.3803948,129.227051,168.902838,N,N,N,,款康吝
236958,绊妨盔,碍盔档 盔林矫,0,0,Y,N,N,N,Y,N,,概老 11:30~21:30,N,N,N,傈拳抗距,饭靛抛捞喉,http://www.kr1.co.kr,,,,,N,N,N,,款康吝
236962,辫摹兑迭公角痢,碍盔档 盔林矫,0,0,N,N,N,N,Y,Y,,"乞老 10:00~22:00, 林富 10:00~22:00",N,N,N,傈拳抗距,饭靛抛捞喉,,,,,,N,N,N,,款康吝
236963,茄啊练健阂催哎厚,碍盔档 盔林矫,24,36,N,N,N,N,Y,N,,概老 12:00~23:00,N,N,Y,柯扼牢抗距,"匙捞滚 , 饭靛抛捞喉",,窜包傍盔,37.31814,127.9592,184.364028,N,N,N,,款康吝
236964,捞葛匙笼,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,乞老 10:00~24:00,N,N,N,N,,,楷技措 盔林姆欺胶辨,37.2815,127.9154,494.703078,N,N,N,,款康吝
236966,酒眶归胶抛捞农窍快胶 盔林痢,碍盔档 盔林矫,0,0,N,N,N,N,Y,Y,,概老 11:30~21:30,N,N,N,"傈拳抗距,柯扼牢抗距","匙捞滚 , 饭靛抛捞喉","https://www.outback.co.kr,http://www.instagram.com/outbackkorea,http://www.facebook.com/koreaoutback",厘固傍盔,37.34697,127.9307,981.694191,N,N,N,,款康吝
236970,缴鉴匙埃厘霸厘,碍盔档 盔林矫,0,0,Y,N,N,N,Y,Y,,"概老 11:00~21:00, Time 15:00~17:00",N,N,N,傈拳抗距,,,,,,,N,N,N,,款康吝
236972,沥楼练惯蚌芒,碍盔档 盔林矫,20,0,N,Y,N,N,Y,Y,,概老 11:00~01:00,N,N,Y,傈拳抗距,饭靛抛捞喉,,,,,,N,N,N,,款康吝
236975,秦拱阑前篮芦煌 夯痢,碍盔档 盔林矫,32,24,N,N,N,N,Y,N,楷吝公绒,概老 10:00~21:30,N,N,N,N,饭靛抛捞喉,,窜包傍盔,37.31814,127.9592,287.425061,N,N,N,,款康吝
236980,瘤沥券乔磊 窜拌痢,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,概老 11:00~23:00,N,N,Y,N,,"http://foodbest0337444458.modoo.at/,http://www.imsilcheesepizza.com/",厘固傍盔,37.34697,127.9307,207.696024,N,N,N,,款康吝
236982,夸繁侗汉捞 盔林疙符痢,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,,N,N,N,N,,http://www.yodduk.co.kr/,盔林茄瘤抛付颇农,37.33437,127.9354,983.710297,N,N,N,,款康吝
243168,坷棵喉风,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,款康吝
245491,曼摹胶抛捞记,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,企诀
245713,去贱,碍盔档 盔林矫,0,0,N,Y,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,企诀
245906,救悼馆痢,碍盔档 盔林矫,28,24,Y,Y,N,N,N,N,老夸老,,N,N,N,N,,,,,,,N,N,N,"楼厘搁,芦煌,焙父滴,瘪浅扁,绊樊林",款康吝
245936,豪荐酒乔磊 扁诀档矫痢,碍盔档 盔林矫,8,0,Y,Y,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,眉促摹令浆覆橇 眉促摹令阂哎厚 府摹榜靛绊备付 府摹榜靛器抛捞配,固犬牢
245989,啊唱健阂备捞,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,固犬牢
246016,檬快侥寸,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,"茄快,去磊",款康吝
246075,操矾扁盒侥,碍盔档 盔林矫,30,0,Y,Y,N,N,N,N,"霉掳, 悸掳 老夸老+笛掳, 齿掳 岿夸老",,N,N,N,N,,,,,,,N,N,N,"捣啊胶,绿搁,侗汉捞, 倔奴荐力厚",款康吝
246078,妒捞侗汉捞,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,"侗汉捞,盒侥,矫厘,鉴措惫逛,绢宫",款康吝
246169,根角烹烹,碍盔档 盔林矫,45,0,N,Y,N,N,N,N,概岿 霉掳悸掳 老夸老,,N,N,N,N,,,,,,,N,N,N,"丹逛,捣啊胶,绿搁,摹令侗汉捞,绢宫",固犬牢
246182,碍釜笼,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,"鉴措惫逛,矫厘,皇混,侗汉捞,捣啊胶",款康吝
246791,坷狐芦煌,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,固犬牢
246814,没价冉笼,碍盔档 盔林矫,13,2,Y,N,N,N,N,N,老夸老,,N,N,N,N,,,,,,,N,N,N,"部阜厚忽逛, 雀, 霸厘沥侥",企诀
246915,厘焙夯啊,碍盔档 盔林矫,98,0,Y,Y,N,N,N,N,楷吝公绒,,N,N,N,N,,,,,,,N,N,N,"汗件酒阂绊扁, 碍盔唱拱逛沥侥, 包蔓荤克缴捞",款康吝
247938,康鉴捞秦拱买,碍盔档 盔林矫,40,36,Y,Y,N,N,N,N,楷吝公绒,,N,N,N,N,,,,,,,N,N,N,"葛惦秦拱买, 酒蓖买, 内促府买, 空货快买.",款康吝
248297,滴何付角,碍盔档 盔林矫,28,28,Y,Y,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,鉴滴何 滴何傈榜 葛滴何 滴何备捞,固犬牢
248324,厘盔空练惯,碍盔档 盔林矫,0,0,Y,Y,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,固犬牢
248347,公柳厘空皇锭扁,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,"酒蓖买,概款帕,秦拱买",固犬牢
248667,坷农墨其,碍盔档 盔林矫,0,0,N,Y,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,款康吝
248921,阂鸥绰催哎厚 老魂痢,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,企诀
249252,鸥福鸥福 盔林公角悼痢,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,"俊弊鸥福飘,叼历飘墨其,纳捞农,单捞飘,皋沸",企诀
249709,辫逛玫惫盔林1龋痢,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,款康吝
249783,伙龋汗笼,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,企诀
249808,惑窍捞巩,碍盔档 盔林矫,0,0,Y,Y,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,"楼厘搁,饭胶配尔,芦煌,绊鞭柳,内胶夸府",固犬牢
249929,催摹芭扼公角痢,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,企诀
250131,曹蹬瘤鉴措,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,企诀
250327,贰贰馆痢,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,"芦煌,帕荐腊,楼厘搁,埃楼厘,焙父滴",款康吝
250335,肚客夸颊漠惫荐,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,企诀
250874,老固催哎厚,碍盔档 盔林矫,0,40,N,Y,N,N,N,N,配夸老,,N,N,N,N,,,,,,,N,N,N,催哎厚,固犬牢
