식당(ID),식당명,지역명,입식좌석수,좌식좌석수,주차가능여부,와이파이제공여부,놀이방유무,반려동물입장가능여부,다국어메뉴판제공여부,화장실정보내용,휴무일정보내용,영업시간내용,택배판매유무,배리어프리유무,배달서비스유무,예약방식명,온라인예약정보내용,홈페이지(URL),인근랜드마크명,인근랜드마크위도,인근랜드마크경도,인근랜드마크와거리,키오스크유무,모바일페이먼트유무,스마트오더유무,대표메뉴명
865724,폴바셋 IFC몰,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,"평일 07:30~21:00, 주말 09:00~21:00",N,N,N,N,,"http://www.baristapaulbassett.co.kr/,https://www.facebook.com/paulbassettkorea,http://www.instagram.com/paulbassettkorea/",더현대 서울,37.5260553,126.928299,338.268599,N,Y,Y,
869110,평화다방 여의도점,서울특별시 영등포구,0,0,N,Y,N,N,Y,Y,일요일,"평일 10:00~21:00, 토요일 11:00~20:00",N,N,N,N,,,더현대 서울,37.5260553,126.928299,356.695535,N,N,N,
874604,미스터향 여의도점,서울특별시 영등포구,0,0,Y,Y,N,N,N,Y,,매일 11:00~21:00,N,N,Y,전화예약,,,더현대 서울,37.5260553,126.928299,410.014026,N,N,N,
876614,프랑스유학다녀온 김순대,서울특별시 영등포구,0,0,N,N,N,N,N,N,,,N,N,N,N,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
876622,돈까스1985,서울특별시 영등포구,0,0,N,N,N,N,N,N,,,N,N,N,N,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
876626,메이루 현대백화점더현대서울점,서울특별시 영등포구,0,0,N,N,N,N,N,N,,,N,N,N,N,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
876678,더백푸드트럭 현대백화점더현대서울점,서울특별시 영등포구,0,0,N,N,N,N,N,N,,,N,N,N,N,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
876801,도미노피자 여의도점,서울특별시 영등포구,0,0,N,N,N,N,N,N,,매일 11:00~22:00,N,N,N,N,,,더현대 서울,37.5260553,126.928299,153.409453,N,Y,Y,
876883,모도우 여의도점,서울특별시 영등포구,0,0,Y,N,N,N,N,N,,매일 11:00~22:00,N,N,N,"전화예약,온라인예약",네이버,,더현대 서울,37.5260553,126.928299,363.342395,N,N,N,
877078,투썸플레이스 여의도파크원점,서울특별시 영등포구,0,0,Y,Y,N,N,N,Y,,"평일 07:00~22:00, 공휴일 08:00~22:00",N,N,Y,N,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
877101,신세계등뼈 더현대서울점,서울특별시 영등포구,0,0,N,N,N,N,N,N,,,N,N,N,N,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
877103,청기와타운 더현대서울점,서울특별시 영등포구,0,0,N,N,N,N,N,N,,매일 10:00~20:00,N,N,N,N,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
877104,탐광,서울특별시 영등포구,0,0,N,N,N,N,N,N,,,N,N,N,N,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
877105,테일러커피 더현대서울점,서울특별시 영등포구,0,0,N,N,N,N,N,N,,,N,N,N,N,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
877106,도원스타일 더현대서울점,서울특별시 영등포구,0,0,Y,Y,N,N,N,Y,,매일 10:30~22:00,N,N,N,전화예약,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
877107,버틀러커피 더현대서울점,서울특별시 영등포구,0,0,N,N,N,N,N,N,,,N,N,N,N,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
877108,송 더현대서울점,서울특별시 영등포구,0,0,Y,Y,N,N,N,N,,매일 11:00~22:00,N,N,N,N,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
877109,오설록티하우스 더현대 서울점,서울특별시 영등포구,0,0,N,N,N,N,N,N,,"평일 10:30~20:00, 주말 10:30~20:30",N,N,N,N,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
877113,미켈레커피 더현대서울점,서울특별시 영등포구,0,0,Y,Y,N,N,N,Y,,매일 10:30~20:30,N,Y,N,전화예약,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
877115,통인스윗 더현대서울점,서울특별시 영등포구,0,0,N,N,N,N,N,N,,,N,N,N,N,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
877120,더플레이트디저트,서울특별시 영등포구,0,0,Y,N,N,N,N,Y,,"평일 10:30~20:00, 주말 10:30~20:30",N,N,N,전화예약,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
877137,리치몬드 더현대서울점,서울특별시 영등포구,0,0,Y,Y,N,N,N,Y,,,N,N,N,N,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
877179,폴앤폴리나 더현대서울점,서울특별시 영등포구,0,0,N,N,N,N,N,N,,,N,N,N,N,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
877232,폴트버거 더현대서울점,서울특별시 영등포구,0,0,N,Y,N,N,N,Y,,,N,N,N,N,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
877236,호우섬 더현대서울점,서울특별시 영등포구,0,0,Y,N,N,N,N,N,,,N,N,N,N,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
877272,조앤더주스 더현대서울점,서울특별시 영등포구,0,0,N,Y,N,N,N,N,,"평일 10:30~20:00, 주말 10:30~20:30",N,N,N,N,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
877411,정육면체 더현대서울점,서울특별시 영등포구,0,0,N,N,N,N,N,N,,,N,N,N,N,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
877461,헤이웍 더현대서울점,서울특별시 영등포구,0,0,N,N,N,N,N,N,,,N,N,N,N,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
877472,롤러프레시 더현대서울점,서울특별시 영등포구,0,0,N,N,N,N,N,N,,,N,N,N,N,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
877517,강호연파 밥굽남 더현대서울점,서울특별시 영등포구,0,0,Y,Y,Y,N,N,Y,,,N,Y,N,N,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
877585,데이비드베이글 앤 샐러드 더현대서울 현대백화점,서울특별시 영등포구,0,0,N,N,N,N,N,N,,,N,N,N,N,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
877754,잇샐러드 더 현대서울점,서울특별시 영등포구,0,0,Y,Y,N,N,N,Y,,,N,N,N,N,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
877773,마츠노하나 더현대서울점,서울특별시 영등포구,0,0,Y,N,N,N,N,Y,,평일 10:30~20:30,N,N,N,전화예약,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
877782,유방녕 더현대서울점,서울특별시 영등포구,0,0,Y,Y,N,N,N,Y,,,N,N,N,N,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
877841,밀본,서울특별시 영등포구,0,0,N,N,N,N,N,N,,,N,N,N,N,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
877877,긴자바이린 더현대서울점,서울특별시 영등포구,0,0,N,N,N,N,N,N,,"평일 10:30~20:00, 주말 10:30~20:30",N,N,N,N,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
877885,덕인관 더현대서울점,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
877886,라그릴리아 여의도 파크원점,서울특별시 영등포구,0,0,N,N,N,N,N,N,,,N,N,N,온라인예약,네이버,,더현대 서울,37.5260553,126.928299,107.19905,N,Y,Y,
877909,카멜커피 더현대서울점,서울특별시 영등포구,0,0,N,N,N,N,N,N,,"평일 10:30~20:00, 주말 10:30~20:30",N,N,N,N,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
877961,공차 더현대서울점,서울특별시 영등포구,0,0,N,N,N,N,N,N,,매일 10:30~20:00,N,N,N,N,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
877979,시간을들이다 더현대서울점,서울특별시 영등포구,0,0,N,N,N,N,N,N,,"평일 10:30~20:00, 주말 10:30~20:30",N,N,N,N,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
878156,나의가야 더현대서울점,서울특별시 영등포구,0,0,N,N,N,N,N,N,,매일 10:30~22:00,N,N,N,N,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
878195,돈모노 더현대서울점,서울특별시 영등포구,0,0,Y,N,N,N,N,Y,,매일 10:30~20:00,N,N,N,N,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
878235,에그슬럿 여의도점,서울특별시 영등포구,0,0,N,N,N,N,N,N,,,N,N,N,N,,,더현대 서울,37.5260553,126.928299,107.19905,N,Y,Y,
878298,태극당 더현대서울점,서울특별시 영등포구,0,0,N,N,N,N,N,N,,,N,N,N,N,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
878311,르프리크 캐쥬얼,서울특별시 영등포구,0,0,N,N,N,N,N,N,,"매일 10:30~20:00, 매일 10:30~22:00",N,N,N,N,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
878313,수티 더현대서울백화점,서울특별시 영등포구,0,0,N,N,N,N,N,N,,,N,N,N,N,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
878341,명인명촌 더현대서울점,서울특별시 영등포구,0,0,N,N,N,N,N,N,,,N,N,N,N,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
878786,번패티번 더현대서울점,서울특별시 영등포구,0,0,N,N,N,N,N,N,,매일 10:30~22:00,N,N,N,N,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
878800,포인원페스티발사이트,서울특별시 영등포구,0,0,N,N,N,N,N,N,,,N,N,N,N,,,더현대 서울,37.5260553,126.928299,172.465768,N,N,N,
879108,동동국수 여의도점,서울특별시 영등포구,0,0,Y,Y,N,N,N,Y,공휴일,"평일 11:00~21:00, 평일 15:00~17:00",N,N,N,전화예약,,,더현대 서울,37.5260553,126.928299,363.342395,N,N,N,
879120,빌리엔젤 여의도포스트타워점,서울특별시 영등포구,0,0,Y,N,N,N,N,Y,,,N,N,N,전화예약,,,더현대 서울,37.5260553,126.928299,410.014026,N,N,N,
879710,크리스피프레시 여의도파크원점,서울특별시 영등포구,0,0,Y,Y,N,N,N,Y,연중무휴,매일 11:00~21:00,N,N,N,전화예약,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
881734,을지다락 여의도점,서울특별시 영등포구,0,0,Y,Y,N,N,N,Y,,"매일 11:00~21:30, 매일 15:00~17:00",N,N,N,전화예약,,,더현대 서울,37.5260553,126.928299,470.018016,N,N,N,
882243,샐러디 여의도역점,서울특별시 영등포구,0,0,N,N,N,N,N,N,,"평일 08:00~21:00, 주말 08:00~20:00",N,N,N,N,,,더현대 서울,37.5260553,126.928299,408.681216,N,Y,Y,
882868,커피사피엔스 미원빌딩점,서울특별시 영등포구,0,0,Y,Y,N,N,N,Y,,"평일 07:00~19:00, 토요일 10:00~16:00",N,N,N,N,,,더현대 서울,37.5260553,126.928299,196.842696,N,Y,Y,
883865,강릉엄지네꼬막집 여의도점,서울특별시 영등포구,0,0,Y,Y,N,N,N,Y,,"매일 10:00~22:00, 매일 15:00~17:00",N,N,N,전화예약,,,더현대 서울,37.5260553,126.928299,291.838853,N,N,N,
884295,이미그로서리키친,서울특별시 영등포구,0,0,Y,Y,N,N,N,Y,"일요일, 공휴일","평일 09:00~22:00, 토요일 11:00~15:00",N,N,N,전화예약,,,더현대 서울,37.5260553,126.928299,410.014026,N,Y,Y,
886423,던킨도너츠 LG트윈타워점,서울특별시 영등포구,0,0,N,N,N,N,N,N,,,N,N,N,N,,,더현대 서울,37.5260553,126.928299,290.612102,N,Y,Y,
888033,한암동 여의도점,서울특별시 영등포구,0,0,Y,Y,N,N,N,Y,,"매일 11:00~22:00, 매일 15:00~17:00",N,N,N,"전화예약,온라인예약",네이버,,더현대 서울,37.5260553,126.928299,363.342395,N,N,N,
889570,컴포즈커피 여의도교보증권점,서울특별시 영등포구,0,0,N,N,N,N,N,N,,,N,N,N,N,,,더현대 서울,37.5260553,126.928299,484.304615,N,N,N,
894070,샐러디 여의도공원점,서울특별시 영등포구,16,0,N,N,N,N,Y,N,주말,,N,N,Y,N,,"http://www.saladykorea.com/,http://facebook.com/saladykorea,http://instagram.com/saladykorea",더현대 서울,37.5260553,126.928299,63.355229,N,Y,Y,
915990,서울미트볼 여의도점,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,매일 11:00~21:00,N,N,Y,N,레드테이블,,더현대 서울,37.5260553,126.928299,178.713328,N,N,N,
916560,브롱스 서여의도점,서울특별시 영등포구,0,0,N,Y,N,N,Y,Y,,매일 16:30~01:00,N,N,Y,전화예약,레드테이블,"https://m.blog.naver.com/PostView.nhn?blogId=lidapark71&logNo=222134934260&navType=tl,https://m.blog.naver.com/PostList.nhn?permalink=permalink&blogId=lidapark71,https://www.facebook.com/bronxpub,https://www.instagram.com/bronx_west_yeouido/",더현대 서울,37.5260553,126.928299,63.355229,N,Y,Y,
918227,리나스 여의도점,서울특별시 영등포구,0,0,N,Y,N,N,Y,N,,"평일 07:00~21:30, 토요일 09:00~20:00",N,N,N,전화예약,,https://www.instagram.com/linas_korea/,더현대 서울,37.5260553,126.928299,408.681216,N,Y,Y,
921435,오영주 도시락,서울특별시 영등포구,0,0,Y,N,N,N,Y,Y,연중무휴,"평일 09:00~19:45, 주말 10:00~19:00",N,N,Y,전화예약,,"https://blog.naver.com/ohyoungjudosirak,http://027613431.tshome.co.kr/",더현대 서울,37.5260553,126.928299,324.53992,N,N,N,
922330,투고샐러드 동여의도점,서울특별시 영등포구,0,0,N,Y,N,N,Y,N,일요일,"매일 10:30~20:00, 매일 15:00~16:00",N,N,Y,전화예약,레드테이블,"http://www.togosalad.co.kr/,http://www.instagram.com/togosalad_official,https://togosalad.modoo.at/",더현대 서울,37.5260553,126.928299,159.977624,N,N,N,
922866,탕화쿵푸 마라탕,서울특별시 영등포구,40,0,Y,Y,N,N,Y,Y,,,N,N,Y,전화예약,레드테이블,,더현대 서울,37.5260553,126.928299,408.681216,N,N,N,
952981,대동문,서울특별시 영등포구,0,0,Y,N,N,N,N,N,"일요일, 공휴일","매일 10:00~22:00, 토요일 11:00~21:00",N,N,N,전화예약,,,더현대 서울,37.5260553,126.928299,392.636184,N,N,N,
963876,더백푸드트럭 더현대서울점,서울특별시 영등포구,0,0,N,N,N,N,N,N,,,N,N,N,N,,,더현대 서울,37.5260553,126.928299,107.19905,N,N,N,
970381,무끼마끼,서울특별시 영등포구,0,0,Y,N,N,N,Y,Y,공휴일,"평일 10:30~21:30, 토요일 12:00~18:30",N,N,N,전화예약,,,더현대 서울,37.5260553,126.928299,70.25816,N,N,N,
143466,마이갈비,서울특별시 영등포구,36,28,N,N,N,N,Y,N,,,N,N,N,N,레드테이블,,대림어린이공원,37.49135,126.903,993.546291,N,N,N,
166924,대운설렁탕,서울특별시 영등포구,80,28,N,N,N,N,Y,N,,,N,N,N,N,레드테이블,,대림어린이공원,37.49135,126.903,771.350864,N,N,N,"설렁탕,대운탕,선지해장국,고기해장국"
247719,피자스쿨 신대방점,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,매일 11:00~23:00,N,N,Y,전화예약,,,대림어린이공원,37.49135,126.903,771.350864,N,N,N,
761577,스위디,서울특별시 영등포구,0,0,N,N,N,N,Y,N,월요일,"평일 12:00~19:00, 주말 10:00~19:00",N,N,N,N,,http://www.instagram.com/sweed_cake/,대림어린이공원,37.49135,126.903,771.350864,N,N,N,
778152,잉치킨 보라매점,서울특별시 영등포구,0,0,Y,Y,N,N,Y,N,,매일 14:00~01:00,N,N,N,N,,,대림어린이공원,37.49135,126.903,771.350864,N,Y,Y,
2226,신흥원,서울특별시 영등포구,30,0,Y,N,N,N,Y,N,,매일 11:00~21:30,N,N,Y,전화예약,레드테이블,,대림동 차이나타운,37.49161,126.8999,441.886104,N,N,N,
86072,복성미식,서울특별시 영등포구,0,32,N,N,N,N,Y,N,,,N,N,Y,N,레드테이블,,대림동 차이나타운,37.49161,126.8999,355.123239,N,N,N,
98232,금수원,서울특별시 영등포구,0,0,N,N,N,N,Y,N,연중무휴,매일 00:00~24:00,N,N,N,전화예약,,http://prq.co.kr/prq/page/438,대림동 차이나타운,37.49161,126.8999,800.409033,N,N,N,
98318,봉평메밀집,서울특별시 영등포구,40,0,Y,N,N,N,Y,N,일요일,매일 11:30~21:00,N,N,N,전화예약,레드테이블,,대림동 차이나타운,37.49161,126.8999,688.156859,N,N,N,
98345,동네짜장,서울특별시 영등포구,15,0,N,N,N,N,Y,N,,,N,N,Y,N,레드테이블,,대림동 차이나타운,37.49161,126.8999,500.353531,N,N,N,
125519,감미정,서울특별시 영등포구,80,0,N,N,N,N,Y,N,,,N,N,Y,N,레드테이블,,대림동 차이나타운,37.49161,126.8999,719.36083,N,N,N,"감미정얼큰탕,아구찜,돌솥해물순두부,돌솥설렁탕"
125536,황금한방오리,서울특별시 영등포구,0,0,Y,N,N,N,Y,N,화요일,매일 10:00~22:00,N,N,N,전화예약,,,대림동 차이나타운,37.49161,126.8999,565.193965,N,N,N,
125589,삼우치킨센타,서울특별시 영등포구,160,0,N,N,N,N,Y,N,,매일 13:00~01:00,N,N,Y,전화예약,레드테이블,http://삼우치킨.com,대림동 차이나타운,37.49161,126.8999,457.671409,N,N,N,
125594,속초집,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,,N,N,Y,N,레드테이블,,대림동 차이나타운,37.49161,126.8999,356.723879,N,N,N,
166969,전통시골밥상,서울특별시 영등포구,40,0,N,N,N,N,Y,N,,,N,N,Y,N,레드테이블,,대림동 차이나타운,37.49161,126.8999,440.126455,N,N,N,
187982,덕천골손칼국수,서울특별시 영등포구,8,12,N,N,N,N,Y,N,,,N,N,Y,N,레드테이블,,대림동 차이나타운,37.49161,126.8999,215.466616,N,N,N,
208435,정박사정육식당 대림점,서울특별시 영등포구,28,24,N,N,N,N,Y,N,,매일 11:00~23:30,N,N,Y,N,레드테이블,,대림동 차이나타운,37.49161,126.8999,600.375456,N,N,N,
247649,빨강떡볶이 대림점,서울특별시 영등포구,28,0,N,N,N,N,Y,N,토요일,,N,N,Y,온라인예약,네이버,https://njh0024.modoo.at,대림동 차이나타운,37.49161,126.8999,434.289083,N,Y,Y,
289460,청진동해장국 대림점,서울특별시 영등포구,0,0,Y,N,N,N,Y,N,,평일 00:00~23:00,N,N,N,전화예약,,,대림동 차이나타운,37.49161,126.8999,373.682208,N,N,N,
289519,대림골,서울특별시 영등포구,52,0,N,N,N,N,Y,N,,,N,N,Y,N,레드테이블,,대림동 차이나타운,37.49161,126.8999,355.123239,N,N,N,
311677,딱좋아,서울특별시 영등포구,24,0,N,N,N,N,Y,N,,,N,N,N,N,레드테이블,,대림동 차이나타운,37.49161,126.8999,571.707446,N,N,N,
311803,명동만두,서울특별시 영등포구,4,0,N,N,N,N,Y,N,,,N,N,Y,N,레드테이블,,대림동 차이나타운,37.49161,126.8999,251.630386,N,N,N,
336587,인우떡볶이,서울특별시 영등포구,12,0,N,N,N,N,Y,N,,,N,N,Y,N,레드테이블,,대림동 차이나타운,37.49161,126.8999,539.001602,N,N,N,
336589,신성양꼬치,서울특별시 영등포구,30,0,N,N,N,N,Y,N,,,N,N,Y,N,,,대림동 차이나타운,37.49161,126.8999,239.58486,N,N,N,
365118,뽕뜨락피자 영림초교점,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,평일 11:00~23:00,N,N,Y,N,,"http://www.bbongdderak.com/,http://www.facebook.com/bbongdderak,http://www.instagram.com/bbongdderak/,http://blog.naver.com/dderak67",대림동 차이나타운,37.49161,126.8999,220.010503,N,N,N,
365151,김밥먹자,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,대림동 차이나타운,37.49161,126.8999,315.710533,N,N,N,
395586,놀부부대찌개 대림썬프라자점,서울특별시 영등포구,60,0,N,N,N,N,Y,N,,매일 10:30~23:00,N,N,Y,N,레드테이블,http://www.nolboo.co.kr/,대림동 차이나타운,37.49161,126.8999,719.36083,N,N,N,
426986,양계장집아들 대림점,서울특별시 영등포구,15,0,N,N,N,N,Y,Y,,,N,N,Y,전화예약,레드테이블,http://yanga.kr,대림동 차이나타운,37.49161,126.8999,226.300368,N,N,N,
427083,카페 누아,서울특별시 영등포구,20,0,N,Y,N,N,Y,N,"일요일, 공휴일",,N,N,Y,N,레드테이블,http://www.instagram.com/cafenoir_d,대림동 차이나타운,37.49161,126.8999,378.828898,N,N,N,
462493,우리나라삼겹살,서울특별시 영등포구,0,0,N,N,N,N,Y,N,월요일,,N,N,N,N,,,대림동 차이나타운,37.49161,126.8999,624.964198,N,N,N,
462537,복무대루냉면,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,,N,N,N,N,,http://bockmu.food-an.com/,대림동 차이나타운,37.49161,126.8999,783.714782,N,N,N,
462648,육수당 대림점,서울특별시 영등포구,34,0,N,N,N,N,Y,N,,,N,N,Y,N,,http://www.yuksudang.com/store/store_view.aspx?seq=YS0025,대림동 차이나타운,37.49161,126.8999,457.671409,N,N,N,
462708,미스터브리즈커피 대림점,서울특별시 영등포구,16,0,N,N,N,N,Y,N,일요일,매일 08:00~22:30,N,N,N,N,레드테이블,http://blog.naver.com/mr_breeze1,대림동 차이나타운,37.49161,126.8999,615.523526,N,N,N,
525341,투썸플레이스 대림삼거리점,서울특별시 영등포구,80,0,N,N,N,N,Y,N,,"평일 07:00~22:30, 주말 08:00~22:30",N,N,Y,N,,,대림동 차이나타운,37.49161,126.8999,489.797487,N,N,N,
532382,깜둥이네,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,,N,N,Y,N,,,대림동 차이나타운,37.49161,126.8999,224.563584,N,N,N,
558057,마니마리통닭,서울특별시 영등포구,30,0,N,N,N,N,Y,N,,,N,N,Y,N,레드테이블,,대림동 차이나타운,37.49161,126.8999,309.331405,N,N,N,
601470,달달카페,서울특별시 영등포구,0,0,N,Y,N,N,Y,Y,,"매일 10:00~20:30, 평일 10:00~20:30",N,N,N,N,,,대림동 차이나타운,37.49161,126.8999,270.732936,N,N,N,
610073,24사전주명가콩나물국밥 대림점,서울특별시 영등포구,0,0,Y,N,N,N,Y,Y,,매일 07:00~22:00,N,N,N,전화예약,,,대림동 차이나타운,37.49161,126.8999,617.904878,N,N,N,
612619,김밥나라,서울특별시 영등포구,18,0,N,N,N,N,Y,N,,,N,N,N,N,레드테이블,,대림동 차이나타운,37.49161,126.8999,485.998555,N,N,N,
614944,상근이왕만두찐빵,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,대림동 차이나타운,37.49161,126.8999,444.418614,N,N,N,
626796,본죽&비빔밥cafe 강남성심병원점,서울특별시 영등포구,24,0,Y,N,N,N,Y,N,,"평일 09:00~22:00, 공휴일 09:00~21:00",N,N,Y,전화예약,,https://www.bonif.co.kr/menu/list?brdCd=BF102,대림동 차이나타운,37.49161,126.8999,515.660366,N,N,N,
629591,까페 수제달달,서울특별시 영등포구,0,0,Y,N,N,N,Y,Y,연중무휴,매일 09:00~22:00,N,N,N,N,,,대림동 차이나타운,37.49161,126.8999,465.735936,N,N,N,
641561,배달삼겹직구삼 대림신길점,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,매일 11:00~23:00,N,N,Y,N,,http://homeporkdaelim.modoo.at,대림동 차이나타운,37.49161,126.8999,191.840871,N,N,N,
641972,파리바게뜨 대림성모점,서울특별시 영등포구,30,0,N,N,N,N,Y,N,,,N,N,Y,N,,http://www.paris.co.kr/,대림동 차이나타운,37.49161,126.8999,414.706023,N,N,N,
670056,내사랑돈까스 신길점,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,대림동 차이나타운,37.49161,126.8999,726.487149,N,N,N,
675337,브래드밀레,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,매일 07:00~23:00,N,N,N,N,,,대림동 차이나타운,37.49161,126.8999,189.865313,N,N,N,
676469,주하네맛집,서울특별시 영등포구,70,0,Y,N,N,N,Y,N,연중무휴,,N,N,Y,전화예약,,,대림동 차이나타운,37.49161,126.8999,407.686928,N,N,N,
693605,더치앤빈 한림대강남성심병원점,서울특별시 영등포구,0,0,N,Y,N,N,Y,N,,"평일 08:30~22:00, 일요일 09:00~22:00",N,N,N,N,,"http://www.dutchandbean.com,https://www.instagram.com/dutchnbean_official/,https://blog.naver.com/dutchbean2,https://www.facebook.com/dutchandbean/",대림동 차이나타운,37.49161,126.8999,612.808723,N,N,N,
697234,카페보니또 강남성심병원점,서울특별시 영등포구,30,0,N,Y,N,N,Y,N,,매일 08:00~22:00,N,N,N,N,레드테이블,http://www.caffebonito.co.kr,대림동 차이나타운,37.49161,126.8999,507.626997,N,N,N,
700534,수커피호프,서울특별시 영등포구,0,0,N,Y,N,N,Y,N,,매일 12:00~24:00,N,N,N,N,,,대림동 차이나타운,37.49161,126.8999,193.370862,N,N,N,
711966,할리스커피 구로디지털뉴스테이점,서울특별시 영등포구,0,0,N,Y,N,N,Y,Y,,"평일 08:00~21:00, 주말 10:00~21:00",N,N,N,N,,"http://www.hollys.co.kr/,https://www.facebook.com/EnjoyHollys,https://www.instagram.com/hollyscoffee.official/",대림동 차이나타운,37.49161,126.8999,189.865313,N,N,N,
746443,불떡,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,,N,N,Y,N,,,대림동 차이나타운,37.49161,126.8999,624.245667,N,N,N,
760094,아디스아바바커피,서울특별시 영등포구,0,0,N,N,N,N,Y,N,일요일,"주말 10:00~18:00, 평일 10:00~18:00",N,N,N,N,,,대림동 차이나타운,37.49161,126.8999,449.831485,N,N,N,
765464,거기,서울특별시 영등포구,12,0,N,Y,N,N,Y,N,,매일 07:30~24:00,N,N,Y,N,레드테이블,,대림동 차이나타운,37.49161,126.8999,571.862214,N,N,N,
769915,피자알볼로 대림점,서울특별시 영등포구,7,0,N,N,N,N,Y,N,,,N,N,Y,전화예약,,"https://www.pizzaalvolo.co.kr/,http://blog.naver.com/yori4jw,http://www.facebook.com/alvolo8495,http://www.instagram.com/alvolo1688",대림동 차이나타운,37.49161,126.8999,298.838644,N,N,N,
777874,몰랑떡볶이,서울특별시 영등포구,15,0,N,N,N,N,Y,N,일요일,매일 11:00~20:30,N,N,Y,N,레드테이블,,대림동 차이나타운,37.49161,126.8999,457.671409,N,N,N,
783340,아이스크림할인점 더달달 신길점,서울특별시 영등포구,0,0,Y,N,N,N,Y,N,월요일,매일 11:00~22:00,N,N,N,전화예약,,,대림동 차이나타운,37.49161,126.8999,786.288287,N,N,N,
793411,서브웨이 대림삼거리점,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,매일 08:00~23:00,N,N,N,N,,"http://www.subway.co.kr/,http://www.facebook.com/subwaykr,https://www.instagram.com/subwaykorea",대림동 차이나타운,37.49161,126.8999,515.660366,N,N,N,
805922,TWINS CAFE,서울특별시 영등포구,30,0,N,Y,N,N,Y,N,,매일 08:00~24:00,N,N,N,N,레드테이블,"http://blog.naver.com/zxc25987,http://www.instagram.com/qaz25987",대림동 차이나타운,37.49161,126.8999,635.968316,N,Y,Y,
846509,놀란호프,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,,N,N,Y,N,레드테이블,,대림동 차이나타운,37.49161,126.8999,370.382402,N,N,N,
868441,마라일번지,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,,N,N,N,N,레드테이블,,대림동 차이나타운,37.49161,126.8999,239.58486,N,N,N,
